project,unit,fuel1,fuel2,fuel3,capacity,status,start_year,conversion,owner,operator,country,url,lat,lng,accuracy,conversion_year,type
Huanggang Paper Mill Cogen Power Station,3,bioenergy_-_wood_and_other_biomass,bioenergy_-_paper_mill_wastes,,50.0,operating,2019.0,no conversion,Shandong Chenming Paper Group CO LTD[70%]; Hubei Changjiang Chenming Huanggang Equity Investment Fund Partnership (LP)[30%],Huanggang Chenming Pulp & Paper CO LTD,China,https://www.gem.wiki/Huanggang_Paper_Mill_Cogen_Power_Station,30.42217025,114.9796569,approximate,,bioenergy
Huanggang Paper Mill Cogen Power Station,4,bioenergy_-_wood_and_other_biomass,bioenergy_-_paper_mill_wastes,,50.0,operating,2019.0,no conversion,Shandong Chenming Paper Group CO LTD[70%]; Hubei Changjiang Chenming Huanggang Equity Investment Fund Partnership (LP)[30%],Huanggang Chenming Pulp & Paper CO LTD,China,https://www.gem.wiki/Huanggang_Paper_Mill_Cogen_Power_Station,30.42217025,114.9796569,approximate,,bioenergy
Anhui Suixi Pufa power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2018.0,no conversion,Shanghai Pudong Environmental Development CO LTD,Suixi Pufa Biomass Power Generation CO LTD,China,https://gem.wiki/Anhui_Suixi_Pufa_power_station,33.841576,116.708083,exact,,bioenergy
Anhui Yeji power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2018.0,no conversion,Everbright Green Renewable Energy (Anhui) Holdings CO LTD,Everbright Bio Thermal Power (Lu'an) CO LTD,China,https://gem.wiki/Anhui_Yeji_power_station,31.884008,115.936871,exact,,bioenergy
Anhui Yu'an power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2018.0,no conversion,Everbright Green Renewable Energy (Anhui) Holdings CO LTD,Everbright Bioenergy (Lu'an) CO LTD,China,https://gem.wiki/Anhui_Yu'an_power_station,31.808221,116.423457,exact,,bioenergy
Guangdong Zengcheng power station,1,bioenergy_-_refuse,,,35.0,operating,2018.0,no conversion,Guangzhou Huantou Yongxing Group CO LTD,Guangzhou Environmental Investment Zengcheng Environmental Protection Energy CO LTD,China,https://gem.wiki/Guangdong_Zengcheng_power_station,23.210787,113.716729,exact,,bioenergy
Hunan Changsha power station,1,bioenergy_-_refuse,,,100.0,operating,2018.0,no conversion,Hunan Junxin Environmental Protection CO LTD[80%]; Shanghai Pudong Environmental Development CO LTD[10%]; Yonker Environmental Protection CO LTD[10%],Puxiang Bioenergy CO LTD,China,https://gem.wiki/Hunan_Changsha_power_station,28.4096,112.9315,approximate,,bioenergy
Sichuan Mianzhu power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2018.0,no conversion,Everbright Urban and Rural Renewable Energy (Deyang) Holdings CO LTD,Everbright Urban Rural Renewable Energy (Mianzhu) CO LTD,China,https://gem.wiki/Sichuan_Mianzhu_power_station,31.2066,104.179,approximate,,bioenergy
Guangdong Shunde power station,1-1,bioenergy_-_refuse,,,35.0,operating,2018.0,no conversion,Guangdong Shunkong Development CO LTD[51%]; Foshan Nanhai Hanlan Solid Waste Treatment Investment CO LTD[34%]; Infore Environment Technology Group CO LTD[15%],Guangdong Shun Kong Environmental Investment CO LTD,China,https://gem.wiki/Guangdong_Shunde_power_station,22.786687,113.076655,exact,,bioenergy
Shandong Laiyang power station,1,bioenergy_-_refuse,,,15.0,operating,2018.0,no conversion,Everbright Environmental Energy (Shandong) Holdings CO LTD,Laiyang Everbright Environmental Energy CO LTD,China,https://www.gem.wiki/Shandong_Laiyang_power_station,36.9811,120.7067,approximate,,bioenergy
Shandong Linzi power station,1-1,bioenergy_-_refuse,,,35.0,operating,2018.0,no conversion,Hangzhou Jingxuan Investment Partnership (LP)[70%]; Lin'an Jiasheng Environmental Protection CO LTD[30%],Zibo Green Energy New Energy CO LTD,China,https://gem.wiki/Shandong_Linzi_power_station,36.953428,118.297705,exact,,bioenergy
Shandong Linzi power station,1-2,bioenergy_-_refuse,,,35.0,operating,2018.0,no conversion,Hangzhou Jingxuan Investment Partnership (LP)[70%]; Lin'an Jiasheng Environmental Protection CO LTD[30%],Zibo Green Energy New Energy CO LTD,China,https://gem.wiki/Shandong_Linzi_power_station,36.953428,118.297705,exact,,bioenergy
Guangdong Shunde power station,1-2,bioenergy_-_refuse,,,35.0,operating,2018.0,no conversion,Guangdong Shunkong Development CO LTD[51%]; Foshan Nanhai Hanlan Solid Waste Treatment Investment CO LTD[34%]; Infore Environment Technology Group CO LTD[15%],Guangdong Shun Kong Environmental Investment CO LTD,China,https://gem.wiki/Guangdong_Shunde_power_station,22.786687,113.076655,exact,,bioenergy
Jiangsu Guanyun power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2018.0,no conversion,Everbright Green Renewable Energy (Jiangsu) Holdings CO LTD,Everbright Urban Rural Renewable Energy (Guanyun) CO LTD,China,https://gem.wiki/Jiangsu_Guanyun_power_station,34.255946,119.250156,exact,,bioenergy
Anhui Bozhou power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2018.0,no conversion,Anhui Guozhen Ecological Technology CO LTD,Bozhou Guozhen Bio Power Generation CO LTD,China,https://gem.wiki/Anhui_Bozhou_power_station,33.770404,115.738573,exact,,bioenergy
Shandong Yuncheng power station,1-1,bioenergy_-_agricultural_waste,,,30.0,operating,2018.0,no conversion,Shandong Qiquan Energy Technology CO LTD,Shandong Yuncheng Qiquan Bio Power Generation CO LTD,China,https://gem.wiki/Shandong_Yuncheng_power_station,35.521288,115.844682,exact,,bioenergy
Shandong Yuncheng power station,1-2,bioenergy_-_agricultural_waste,,,30.0,operating,2018.0,no conversion,Shandong Qiquan Energy Technology CO LTD,Shandong Yuncheng Qiquan Bio Power Generation CO LTD,China,https://gem.wiki/Shandong_Yuncheng_power_station,35.521288,115.844682,exact,,bioenergy
Shaanxi Luochuan power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,40.0,operating,2018.0,no conversion,Shandong Qiquan Energy Technology CO LTD,Luochuan Qiquan Bio Power Generation CO LTD,China,https://gem.wiki/Shaanxi_Luochuan_power_station,35.780507,109.400369,exact,,bioenergy
Guangxi Yizhou power station,1,bioenergy_-_wood_and_other_biomass,,,40.0,operating,2018.0,no conversion,Guangxi Jingxin Trading CO LTD[60%]; Guangxi Benuqi Technology CO LTD[40%],Yizhou Qiquan Bio Power Generation CO LTD,China,https://gem.wiki/Guangxi_Yizhou_power_station,24.525281,108.562381,exact,,bioenergy
Guangxi Fusui power station,1,bioenergy_-_agricultural_waste,,,40.0,operating,2018.0,no conversion,Guangxi Qiquan Energy Technology CO LTD,Guangxi Fusui Qiquan Bio Power Generation CO LTD,China,https://gem.wiki/Guangxi_Fusui_power_station,22.542921,107.810625,exact,,bioenergy
Guangxi Qinzhou power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,40.0,operating,2018.0,no conversion,Guangxi Rural Investment Group Power Generation CO LTD[51%]; Shandong Qiquan Energy Technology CO LTD[49%],Guangxi Qinzhou Qiquan Bio Power Generation CO LTD,China,https://gem.wiki/Guangxi_Qinzhou_power_station,22.132817,108.431168,exact,,bioenergy
Guangxi Chongzuo power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2018.0,no conversion,Mitr Phol Sugar CO LTD[39%]; Guangxi Chongzuo Dazhou Sugar Industry CO LTD[30%]; MP Energy CO LTD[25%]; MPS International Holdings LTD[6%],Guangxi Chongzuo Mipeng Bioenergy CO LTD,China,https://gem.wiki/Guangxi_Chongzuo_power_station,22.406324,107.445929,approximate,,bioenergy
Anhui Chaohu power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2018.0,no conversion,Hangzhou Jinxu Holdings CO LTD[70%]; Jinguang Zhang[15%]; Yujun Ma[15%],Chaohu Xinyuan New Energy CO LTD,China,https://gem.wiki/Anhui_Chaohu_power_station,31.799539,117.762779,exact,,bioenergy
Anhui Tianchang (Shanghai Electric) power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2018.0,no conversion,Shanghai Electrical Equipment (Anhui) Investment CO LTD[90%]; Quanyi Wang[1%],Shanghai Electrical (Tianchang) Biomass Power Generation CO LTD,China,https://gem.wiki/Anhui_Tianchang_(Shanghai_Electric)_power_station,32.727544,119.028332,exact,,bioenergy
Chongqing Jiangjin District power station,1-1,bioenergy_-_refuse,,,35.0,operating,2018.0,no conversion,Chongqing Sanfeng Environment Group CO LTD,Chongqing Sanfeng Baiguoyuan Environmental Protection Power Generation CO LTD,China,https://gem.wiki/Chongqing_Jiangjin_District_power_station,29.173848,106.39676,exact,,bioenergy
Chongqing Jiangjin District power station,1-2,bioenergy_-_refuse,,,35.0,operating,2018.0,no conversion,Chongqing Sanfeng Environment Group CO LTD,Chongqing Sanfeng Baiguoyuan Environmental Protection Power Generation CO LTD,China,https://gem.wiki/Chongqing_Jiangjin_District_power_station,29.173848,106.39676,exact,,bioenergy
Chongqing Jiangjin District power station,1-3,bioenergy_-_refuse,,,35.0,operating,2018.0,no conversion,Chongqing Sanfeng Environment Group CO LTD,Chongqing Sanfeng Baiguoyuan Environmental Protection Power Generation CO LTD,China,https://gem.wiki/Chongqing_Jiangjin_District_power_station,29.173848,106.39676,exact,,bioenergy
Henan Taiqian power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2018.0,no conversion,Taiqian Investment Group CO LTD[51%]; Shandong Moore Polymer Material CO LTD[49%],Puyang Deyuan New Energy CO LTD,China,https://gem.wiki/Henan_Taiqian_power_station,35.935685,115.842058,exact,,bioenergy
Jilin Huadian power station,1-2,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2018.0,no conversion,Kaidi Ecological and Environmental Technology CO LTD,Huadian Kaidi Green Energy Development CO LTD,China,https://gem.wiki/Jilin_Huadian_power_station,42.977972,126.854556,exact,,bioenergy
Shandong Laizhou power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2018.0,no conversion,Rongtai Energy Investment CO LTD[30%]; Beijing Hongyuan Xianghe Technology CO LTD[30%]; Yongzhi Gu[30%],Laizhou Xinhui Biomass Thermal Power CO LTD,China,https://gem.wiki/Shandong_Laizhou_power_station,37.186489,119.989852,exact,,bioenergy
Anhui Ningguo (Kaidi) power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2018.0,no conversion,Kaidi Ecological and Environmental Technology CO LTD,Xuancheng Zhongying Green Energy Development CO LTD,China,https://gem.wiki/Anhui_Ningguo_(Kaidi)_power_station,30.697032,118.924931,exact,,bioenergy
Hunan Chenzhou power station,1,bioenergy_-_refuse,,,30.0,operating,2018.0,no conversion,Hunan Desheng Investment Development CO LTD[55%]; Jianxin Huang[36%]; Changsha Hongzhao Environmental Protection Technology Partnership (LP)[9%],Hunan Huiming Environmental Protection Energy CO LTD,China,https://gem.wiki/Hunan_Chenzhou_power_station,25.880256,112.992028,approximate,,bioenergy
Shandong Linyi (CECEP) power station,1,bioenergy_-_refuse,bioenergy_-_wastewater_and_sewage_sludge,,30.0,operating,2018.0,no conversion,CECEP Environmental Technology CO LTD,CECEP (Linyi) Environmental Protection Energy CO LTD,China,https://gem.wiki/Shandong_Linyi_(CECEP)_power_station,35.110486,118.232234,approximate,,bioenergy
Guangxi Guilin power station,1,bioenergy_-_refuse,,,35.0,operating,2018.0,no conversion,Shenzhen Energy Environmental Protection CO LTD,Guilin Shenneng Environmental Protection CO LTD,China,https://gem.wiki/Guangxi_Guilin_power_station,25.313513,110.118822,approximate,,bioenergy
Heilongjiang Bei'an power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2018.0,no conversion,Bei'an Jiuzhou Environmental Energy CO LTD,Heilongjiang Bei'an Nongken Aotianqi Biomass Power Generation CO LTD,China,https://gem.wiki/Heilongjiang_Bei'an_power_station,48.071207,126.724691,approximate,,bioenergy
Fujian Longhai power station,1,bioenergy_-_paper_mill_wastes,,,40.0,operating,2018.0,no conversion,Liansheng Paper (Longhai) CO LTD,Zhangzhou Yisheng Environmental Protection Energy CO LTD,China,https://gem.wiki/Fujian_Longhai_power_station,24.489017,117.862921,approximate,,bioenergy
Jiangxi Jiujiang (Taisheng) power station,1-1,bioenergy_-_paper_mill_wastes,bioenergy_-_wastewater_and_sewage_sludge,bioenergy_-_wood_and_other_biomass,30.0,operating,2018.0,no conversion,Taisheng Technology (Group) CO LTD,Taisheng (Jiangxi) Household Products CO LTD,China,https://gem.wiki/Jiangxi_Jiujiang_(Taisheng)_power_station,29.736056,115.84942,approximate,,bioenergy
Sichuan Xuyong (Yongfeng) power station,1,bioenergy_-_paper_mill_wastes,coal_-_unknown,,30.0,operating,2018.0,no conversion,Sichuan Yongfeng Pulp & Paper CO LTD,Luzhou Yongfeng Pulp & Paper CO LTD,China,https://gem.wiki/Sichuan_Xuyong_(Yongfeng)_power_station,28.420311,105.34256,approximate,,bioenergy
Anhui Fengyang power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2017.0,no conversion,Everbright Green Renewable Energy (Anhui) Holdings CO LTD,Everbright Urban Rural Renewable Energy (Fengyang) CO LTD,China,https://gem.wiki/Anhui_Fengyang_power_station,32.919413,117.682183,exact,,bioenergy
Anhui Lingbi power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2017.0,no conversion,Everbright Green Renewable Energy (Anhui) Holdings CO LTD,Everbright Bioenergy (Lingbi) CO LTD,China,https://gem.wiki/Anhui_Lingbi_power_station,33.7702,117.4556,approximate,,bioenergy
Anhui Nanqiao power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2017.0,no conversion,Everbright Green Renewable Energy (Anhui) Holdings CO LTD,Everbright Bioenergy (Chuzhou) CO LTD,China,https://gem.wiki/Anhui_Nanqiao_power_station,32.452394,118.291973,exact,,bioenergy
Anhui Xiao County power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2017.0,no conversion,Everbright Green Renewable Energy (Anhui) Holdings CO LTD,Everbright Urban Rural Renewable Energy (Xiaoxian) CO LTD,China,https://gem.wiki/Anhui_Xiao_County_power_station,34.105635,116.886294,exact,,bioenergy
Jiangxi Rugao power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2017.0,no conversion,Everbright Green Renewable Energy (Anhui) Holdings CO LTD,Everbright Bioenergy (Rugao) CO LTD,China,https://gem.wiki/Jiangxi_Rugao_power_station,32.283,120.563,approximate,,bioenergy
Zhejiang Yuhang Jiufeng power station,1,bioenergy_-_refuse,,,35.0,operating,2017.0,no conversion,Everbright Environmental Energy (Zhejiang) Holdings CO LTD[70%]; Hangzhou Environment Group CO LTD[20%]; Hangzhou Yuhang Urban Construction Group CO LTD[10%],Everbright Environmental Energy (Hangzhou) CoO LTD,China,https://gem.wiki/Zhejiang_Yuhang_Jiufeng_power_station,30.422,120.2896,approximate,,bioenergy
Zhejiang Yuhang Jiufeng power station,2,bioenergy_-_refuse,,,35.0,operating,2017.0,no conversion,Everbright Environmental Energy (Zhejiang) Holdings CO LTD[70%]; Hangzhou Environment Group CO LTD[20%]; Hangzhou Yuhang Urban Construction Group CO LTD[10%],Everbright Environmental Energy (Hangzhou) CoO LTD,China,https://gem.wiki/Zhejiang_Yuhang_Jiufeng_power_station,30.237215,119.866122,exact,,bioenergy
Guangdong Xinfeng power station,1-1,bioenergy_-_agricultural_waste,bioenergy_-_refuse,,30.0,operating,2017.0,no conversion,Guangdong Shaoneng Group CO LTD,Guangdong Shaoneng Group Xinfeng Xuneng Biomass Power Plant CO LTD,China,https://gem.wiki/Guangdong_Xinfeng_power_station,24.134527,114.31744,exact,,bioenergy
Guangdong Xinfeng power station,1-2,bioenergy_-_agricultural_waste,bioenergy_-_refuse,,30.0,operating,2017.0,no conversion,Guangdong Shaoneng Group CO LTD,Guangdong Shaoneng Group Xinfeng Xuneng Biomass Power Plant CO LTD,China,https://gem.wiki/Guangdong_Xinfeng_power_station,24.134527,114.31744,exact,,bioenergy
Hebei Anping power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2017.0,no conversion,Hebei Yufeng Jing'an Breeding CO LTD[31%]; Hengshui Liteng Investment Center (LP)[25%]; Anping Guangpeng Investment Center (LP)[20%]; Hengshui Shuangcheng Investment Center (LP)[16%]; Yong Wei[4%]; Anping Xufan Investment Center (LP)[3%]; Siyu Zhou[1%],Hebei Jing‘an Bioenergy Technology CO LTD,China,https://gem.wiki/Hebei_Anping_power_station,38.230926,115.575192,exact,,bioenergy
Henan Yancheng power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2017.0,no conversion,Tianhao Investment Group CO LTD[47%]; Others[53%],Tianhao New Energy CO LTD,China,https://gem.wiki/Henan_Yancheng_power_station,33.693029,113.789126,exact,,bioenergy
Henan Sui County power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2017.0,no conversion,Tianhao New Energy CO LTD,Suixian Tianhao New Energy Thermal Power CO LTD,China,https://gem.wiki/Henan_Sui_County_power_station,34.415624,115.038343,exact,,bioenergy
Hebei Pingxiang power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2017.0,no conversion,Shenzhen Pingan Dahua Huitong Wealth Management CO LTD,Pingxiang Kaiying Green Energy Development CO LTD,China,https://gem.wiki/Hebei_Pingxiang_power_station,37.090921,114.967479,approximate,,bioenergy
Liaoning Fuxin Mongol Autonomous County power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2017.0,no conversion,Fuxin Xingguang Municipal Engineering CO LTD[80%]; Kemei Wu[10%]; Hanguang Zhang[10%],Fuxin Mongolian Autonomous County Huinong Biomass Thermal Power CO LTD,China,https://gem.wiki/Liaoning_Fuxin_Mongol_Autonomous_County_power_station,41.896866,121.548706,exact,,bioenergy
Anhui Fuyang (Guozhen) power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2017.0,no conversion,Anhui Guozhen Ecological Technology CO LTD[95%]; Xianna Management Consulting CO LTD[5%],Guozhen Meijie (Anhui) Biomass Thermal Power CO LTD,China,https://gem.wiki/Anhui_Fuyang_(Guozhen)_power_station,32.86841,115.860925,approximate,,bioenergy
